71924.22,72110.65,71240.99,71287.39
71287.39,71941.42,71287.38,71627.59
71627.59,71955,71407.77,71675.12
71675.12,72857,70707.23,71310
71309.99,71963.94,71019,71318.48
71318.47,71748,70901.89,71069.93
71069.93,71198.8,70466,70992.39
70992.37,71116,70689.38,70982.01
70982.01,71575,70865.42,71150.17
71150.17,72358,70522.77,72141.99
72142,72550,71729.66,72096.32
72096.33,73145,71585.25,71787.97
71787.98,72387,71573.35,71868.67
71868.67,72267.89,71428,71481.85
71481.85,72261.93,71426.15,72127.59
72127.59,73289.96,71899.51,72460.51
72460.52,73264.76,72387.41,73236.11
73236.11,73434,72700.6,72962.7
72962.71,73094.89,72670,72866.63
72866.62,72954.28,72612.16,72745.38
72745.38,72915.95,72617.75,72907.05
72907.05,72982.4,72513.09,72858.17
72858.18,73790,72812.94,73687.15
73687.16,73689.97,72907.4,73043.16
73043.16,73137.24,71310,71593.19
71593.18,71781,71417.22,71665
71664.99,71805.85,71357.76,71468.55
71468.54,71500,70604.07,70892.03
70892.04,71222.58,70821.05,71084.18
71084.18,71452,70505.88,70740.98
70741.56,71271.78,70615.3,70976
70975.99,71144,70672.72,70813.88
70813.88,70997.12,70566.99,70929.68
70929.68,72464.28,70758.5,71866.59
71866.59,73480,71679.8,73322.82
73322,74900,73007.08,74417.99
74418,74579.32,73954.86,74444.43
74444.44,74924.64,74150.6,74546
74545.99,74910,74307.35,74376.52
74376.52,76038,74277.19,75317.07
75317.06,75688,73795.47,74223.18
74223.3,74434.33,73806.09,74131.55
74131.55,74786.72,74126.32,74345.97
74345.98,74434.51,73514,73730.43
73730.43,74256.44,73675.96,74201.78
74201.78,74506.84,73580.85,73844.08
73844.07,75281,73762.89,75002.6
75002.6,75425,74512.06,74809.99
74809.99,75267.85,74451.49,74888.21
74888.21,75174.38,74636,74707.03
74707.02,74901.5,74277.34,74574.79
74574.8,75030.39,73309.85,74697.19
74697.2,75410.71,73912.23,75342.99
75343,75534.76,74789.5,75154.29
75154.28,75154.77,74529.4,74615.82
74615.82,75089.51,74555.12,75074.77
75074.76,76370.25,74993.24,75589.7
75589.7,78052.49,75531.97,77785.02
77785.03,78333,77000,77393.58
77393.58,77611.68,76911,77072
77072.01,77420.08,76962.67,77005.47
77005.47,77278.58,76884.1,76997.8
76997.79,77048,75763.76,76039.05
76039.06,76363.75,75797.53,76167.34
76167.33,76211.57,75445.16,75649.85
75649.86,75891.64,75599.64,75691.76
75691.76,75847.42,75357,75515.77
75515.76,75782.63,74867.72,75252.34
75252.33,75641.99,74921.74,75604.11
75604.11,76240.66,75401.44,75846.63
75846.63,75853.26,74608,74965.47
74965.46,74965.47,73762.9,73801.79
73801.8,74746.93,73724.31,74634
74634.01,75572,74095.18,74837.17
74837.18,75404.63,74619.41,75192.71
75192.72,75772.72,74702,75716.77
